"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 27 16:06:34 CEST 2019","Mon May 27 16:06:36 CEST 2019","1933","","First suite","","First suite","main page test","main page test",""
